acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported,latitude,longitude
229011,,Slight,2,1,06/04/2011,Wednesday,6,April,11,6,50,230,A,90,Single carriageway - 2 lanes,40,Other junction,Automatic Traffic Signal,Unclassified,,Daylight: street lighting unknown,Raining (without high winds),Dry,None,None,No overtaking,320000,675080,519708,Junction,T.V.N.P.,350817,unset,EH46AH,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.96210372,-3.281623249
231211,,Slight,3,1,05/04/2011,Tuesday,5,April,11,18,0,230,A,6095,Roundabout,30,Roundabout,Give way sign or markings,A,1,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,331480,671750,4464195,Junction,M.V.N.P.,350818,unset,EH218RX,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.93396128,-3.096905301
233011,,Slight,2,1,07/04/2011,Thursday,7,April,11,11,15,230,B,901,Roundabout,30,Roundabout,Give way sign or markings,C,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325730,674680,520206,Junction,Cyclist,350819,unset,EH36NB,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.95943034,-3.189739852
233811,,Slight,2,1,07/04/2011,Thursday,7,April,11,8,7,230,A,720,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325680,667240,2588155,Segment,T.V.N.P.,350820,unset,EH107DR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.89258225,-3.188493047
235911,,Slight,2,1,07/04/2011,Thursday,7,April,11,8,30,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325870,676290,519238,Junction,Cyclist,350821,unset,EH64NW,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.97391598,-3.187940814
236911,,Slight,2,1,08/04/2011,Friday,8,April,11,6,55,230,A,71,Dual carriageway - 2 lanes,30,Roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320000,670830,529684,Junction,Cyclist,350822,unset,EH114BH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.92392349,-3.280362865
238711,,Serious,2,1,10/04/2011,Sunday,10,April,11,12,5,230,B,701,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,329110,668570,530260,Junction,T.V.N.P.,350823,unset,EH178RB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.90504827,-3.134002887
239011,,Slight,2,1,09/04/2011,Saturday,9,April,11,20,58,230,A,1,Single carriageway - 2 lanes,30,Roundabout,Give way sign or markings,A,1,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,330320,672850,12225157,Junction,T.V.N.P.,350824,unset,EH151JZ,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.94367713,-3.115755346
239411,,Slight,1,1,06/04/2011,Wednesday,6,April,11,16,0,230,A,701,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327200,670930,561488,Segment,Bus,350825,unset,EH165TY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.92596547,-3.165185282
239811,,Serious,2,5,10/04/2011,Sunday,10,April,11,14,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,321700,673780,565697,Segment,T.V.N.P.,350826,unset,EH43NX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.95070509,-3.254018516
240011,,Slight,3,3,10/04/2011,Sunday,10,April,11,9,55,230,A,701,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,A,701,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327160,671040,529600,Junction,M.V.N.P.,350827,unset,EH165PU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.92694765,-3.165855016
240311,,Serious,1,1,13/02/2011,Sunday,13,February,11,2,0,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,325310,673310,521484,Junction,Pedestrian,345446,unset,EH12HS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.94705734,-3.196086668
240411,,Slight,2,3,09/04/2011,Saturday,9,April,11,20,20,230,Unclassified,,Roundabout,30,Roundabout,Give way sign or markings,C,,Daylight: street lighting unknown,Fine (without high winds),Dry,None,None,No overtaking,324590,672940,522732,Junction,T.V.N.P.,350828,unset,EH38DF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.94362089,-3.207510443
240511,,Slight,1,1,13/02/2011,Sunday,13,February,11,2,0,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,325980,673490,2106574,Segment,Pedestrian,345447,unset,EH11NQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.94877809,-3.185409279
240611,,Serious,1,3,08/04/2011,Friday,8,April,11,13,35,230,A,902,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,322220,674900,520050,Junction,Pedestrian,350829,unset,EH42SD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.96085127,-3.246015839
240811,,Slight,1,2,11/04/2011,Monday,11,April,11,12,43,230,A,8,One way Street,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324120,673270,521346,Junction,Bus,350830,unset,EH125ED,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.94651158,-3.215127307
241711,,Slight,2,1,06/04/2011,Wednesday,6,April,11,14,40,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,331000,672390,556998,Segment,Bus,350831,unset,EH153SA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Central refuge - no other controls,Elsewhere,55.93964251,-3.10475144
241811,,Slight,2,1,03/04/2011,Sunday,3,April,11,18,5,230,A,70,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322340,671100,523488,Junction,Cyclist,350832,unset,EH141QB,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.92673258,-3.242999953
242611,,Slight,2,1,11/04/2011,Monday,11,April,11,9,50,230,Motorway,9,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Raining (without high winds),Dry,None,None,No overtaking,311340,674480,2306848,Segment,T.V.N.P.,350833,unset,EH299EF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.95519358,-3.420115977
244211,,Serious,2,1,29/01/2011,Saturday,29,January,11,13,0,230,A,199,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Unknown,Dry,None,None,No overtaking,331709,672979,552062,Segment,Cyclist,365478,unset,EH152NL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.94503544,-3.09355116
245611,,Slight,2,2,13/04/2011,Wednesday,13,April,11,6,18,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Stop sign,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324200,675950,519418,Junction,T.V.N.P.,350834,unset,EH35QF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.97060076,-3.214600329
245811,,Slight,1,1,11/04/2011,Monday,11,April,11,17,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326950,675000,10331469,Segment,Pedestrian,350835,unset,EH75LY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.96249226,-3.170287907
246511,,Serious,1,1,13/04/2011,Wednesday,13,April,11,14,20,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327690,675030,519906,Junction,Pedestrian,350836,unset,EH76BR,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.96287375,-3.158443626
246611,,Slight,2,1,13/04/2011,Wednesday,13,April,11,18,21,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,329520,669390,12219853,Junction,T.V.N.P.,350837,unset,EH177DQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.91247547,-3.12765947
251111,,Serious,2,1,14/04/2011,Thursday,14,April,11,7,47,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,328180,675850,523245,Junction,Cyclist,350838,unset,EH67QP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.97031414,-3.150814003
251711,,Serious,1,1,15/04/2011,Friday,15,April,11,12,10,230,A,8,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,324310,673420,521307,Junction,Bus,350839,unset,EH37AF,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.94788911,-3.21212755
253411,,Slight,1,1,13/04/2011,Wednesday,13,April,11,21,19,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,329550,671620,523818,Junction,Pedestrian,350840,unset,EH164EG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.93251445,-3.127761218
254111,,Slight,1,1,16/04/2011,Saturday,16,April,11,17,57,230,A,900,Dual carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325950,674110,558551,Segment,Bus,350841,unset,EH13AT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.95434349,-3.186059891
255511,,Slight,1,1,17/04/2011,Sunday,17,April,11,16,0,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,A,901,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326870,676020,531346,Junction,Pedestrian,350842,unset,EH66BT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.97164368,-3.171846175
257211,,Slight,2,1,18/04/2011,Monday,18,April,11,8,0,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,322250,670920,561787,Segment,T.V.N.P.,350843,unset,EH141LR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.92510097,-3.244388257
258011,,Slight,2,1,18/04/2011,Monday,18,April,11,18,0,230,A,8,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320030,672930,550692,Segment,T.V.N.P.,350844,unset,EH127SD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.94279404,-3.280505028
260311,,Slight,3,1,19/04/2011,Tuesday,19,April,11,16,15,230,A,8,Dual carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,317950,672720,9659466,Segment,M.V.N.P.,350845,unset,EH128LU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.94055698,-3.313737058
261911,,Slight,2,1,19/04/2011,Tuesday,19,April,11,19,35,230,A,90,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,321220,675010,555672,Segment,T.V.N.P.,350846,unset,EH47SZ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.96167651,-3.262063402
262711,,Slight,2,1,20/04/2011,Wednesday,20,April,11,16,10,230,Unclassified,,Single carriageway - 2 lanes,30,Mini-roundabout,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,320550,675430,519747,Junction,T.V.N.P.,350847,unset,EH45BX,Control by other authorised person,Zebra crossing,At scene,55.96533926,-3.272917762
264211,,Slight,2,1,30/03/2011,Wednesday,30,March,11,22,0,230,A,900,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Unknown,Dry,None,None,No overtaking,326530,675090,2578478,Segment,Cyclist,345718,unset,EH74PE,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.96323676,-3.177039412
264311,,Slight,3,1,21/04/2011,Thursday,21,April,11,7,25,230,A,71,Dual carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320620,671060,562840,Segment,M.V.N.P.,350848,unset,EH113RQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.92609244,-3.27051041
264711,,Slight,2,1,21/04/2011,Thursday,21,April,11,23,15,230,A,702,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fog (or mist if hazard),Dry,None,None,No overtaking,324750,673490,548970,Segment,Cyclist,350849,unset,EH12DA,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.94858707,-3.20510252
265011,,Slight,1,1,20/04/2011,Wednesday,20,April,11,14,30,230,C,,Single carriageway - 2 lanes,30,Multiple junction,Automatic Traffic Signal,A,702,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324930,672970,533371,Junction,Pedestrian,350850,unset,EH39JG,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.94394362,-3.202075858
265711,,Serious,3,1,22/04/2011,Friday,22,April,11,12,30,230,A,8,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,317320,672580,9659460,Segment,M.V.N.P.,350851,unset,EH129BQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.93919136,-3.323778336
268011,,Slight,2,1,21/04/2011,Thursday,21,April,11,16,50,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,328960,670430,0,Unset,T.V.N.P.,350852,unset,EH164SY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.92173659,-3.136890766
268111,,Slight,2,1,22/04/2011,Friday,22,April,11,23,10,230,A,8,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,324450,673520,550613,Segment,Pedestrian,350853,unset,EH37AL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.94880952,-3.209914118
268311,,Slight,2,1,02/04/2011,Saturday,2,April,11,20,44,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,322260,671940,565565,Segment,T.V.N.P.,350854,unset,EH112RZ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.93426599,-3.244521949
268411,,Slight,1,1,23/04/2011,Saturday,23,April,11,11,5,230,A,7,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,325950,673610,521106,Junction,Pedestrian,350855,unset,EH11LL,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.94985154,-3.185922559
268711,,Slight,1,1,23/04/2011,Saturday,23,April,11,15,0,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,A,901,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,326880,676030,531346,Junction,Pedestrian,350856,unset,EH66BT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.97173505,-3.171688686
268911,,Slight,1,2,23/04/2011,Saturday,23,April,11,10,45,230,A,8,One way Street,30,Other junction,Automatic Traffic Signal,Unclassified,,Daylight: no street lighting,Raining (without high winds),Dry,None,None,No overtaking,325570,673930,521097,Junction,Bus,350857,unset,EH22DF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.95266767,-3.192095181
269211,,Serious,1,1,18/04/2011,Monday,18,April,11,18,0,230,Unclassified,,Unknown,20,Not at or within 20 metres of junction,unset,\,,Daylight: street lighting unknown,Fine (without high winds),Dry,None,None,No overtaking,320280,676960,0,Unset,Cyclist,350858,unset,EH45ES,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.97903936,-3.277695378
269311,,Slight,2,1,22/04/2011,Friday,22,April,11,17,15,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325720,673320,567189,Segment,T.V.N.P.,350859,unset,EH11EY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Zebra crossing,At scene,55.94721072,-3.189525272
269411,,Slight,2,1,23/04/2011,Saturday,23,April,11,17,15,230,A,1,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326280,674000,2106001,Segment,T.V.N.P.,350860,unset,EH75BL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.953406,-3.18074546
269511,,Slight,1,1,23/04/2011,Saturday,23,April,11,18,45,230,B,701,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,319190,673730,551723,Segment,Cyclist,350861,unset,EH128TD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.94984039,-3.294191237
270211,,Slight,2,1,12/04/2011,Tuesday,12,April,11,20,20,230,A,702,Dual carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324850,673050,549192,Segment,Cyclist,350862,unset,EH39BN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.94464983,-3.203378847
270611,,Serious,1,1,25/04/2011,Monday,25,April,11,16,20,230,A,900,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326710,675400,519885,Junction,Pedestrian,350863,unset,EH68NY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.96604927,-3.174240711
270711,,Slight,1,1,15/04/2011,Friday,15,April,11,12,35,230,A,90,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,313040,677120,555414,Segment,S.V.N.P.,350864,unset,EH309SR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.97921975,-3.393747621
275211,,Fatal,2,1,28/04/2011,Thursday,28,April,11,7,51,230,B,900,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325830,675350,519846,Junction,Cyclist,350865,unset,EH74LG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.96546498,-3.188322772
275311,,Serious,1,1,28/04/2011,Thursday,28,April,11,8,35,230,A,71,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,322870,672240,549710,Segment,Pedestrian,350866,unset,EH112PP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.93705935,-3.234844896
275711,,Slight,2,1,26/04/2011,Tuesday,26,April,11,13,36,230,Unclassified,,Single carriageway - 2 lanes,30,Roundabout,Give way sign or markings,B,1350,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326150,674530,520248,Junction,T.V.N.P.,350867,unset,EH74AA,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9581475,-3.182972335
277011,,Slight,2,2,26/04/2011,Tuesday,26,April,11,20,0,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,Other object in carriageway,No overtaking,325490,674710,0,Unset,T.V.N.P.,350868,unset,EH36PS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.95966269,-3.193591799
278311,,Slight,1,1,27/04/2011,Wednesday,27,April,11,8,15,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Authorised Person,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323830,671520,522288,Junction,Pedestrian,350869,unset,EH105DG,Control by school crossing patrol,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Elsewhere,55.93074405,-3.219276129
278911,,Slight,1,1,15/04/2011,Friday,15,April,11,21,58,230,A,70,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,324070,673140,521382,Junction,Pedestrian,350870,unset,EH112BQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.94533579,-3.215891196
279511,,Slight,2,1,27/04/2011,Wednesday,27,April,11,14,25,230,A,720,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,323810,667960,570546,Segment,T.V.N.P.,350871,unset,EH107DS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.89875843,-3.21859251
279611,,Serious,2,3,27/04/2011,Wednesday,27,April,11,18,49,230,A,772,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,A,772,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,329230,668680,530257,Junction,T.V.N.P.,350872,unset,EH178RQ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.90605418,-3.1321125
279711,,Serious,2,2,29/04/2011,Friday,29,April,11,11,45,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,319830,670150,529894,Junction,T.V.N.P.,350873,unset,EH142SN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.91778633,-3.282881064
280011,,Slight,2,1,26/04/2011,Tuesday,26,April,11,10,0,230,A,1,Roundabout,30,Roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,331210,672890,521496,Junction,T.V.N.P.,350874,unset,EH153QH,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Elsewhere,55.94416469,-3.101517348
280811,,Slight,1,1,28/04/2011,Thursday,28,April,11,13,49,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,C,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325020,673340,521493,Junction,Pedestrian,350876,unset,EH12EW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9472817,-3.200737928
280911,,Serious,1,1,29/04/2011,Friday,29,April,11,9,15,230,A,772,Single carriageway - 2 lanes,60,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,330120,668170,569234,Segment,S.V.N.P.,350877,unset,EH181AT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.90160228,-3.117746387
281011,,Slight,2,1,28/04/2011,Thursday,28,April,11,16,25,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322220,676590,0,Unset,Cyclist,350878,unset,EH44LP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.97603367,-3.246503905
281111,,Serious,1,1,29/04/2011,Friday,29,April,11,19,0,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Automatic Traffic Signal,A,702,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324750,673430,10254968,Junction,Pedestrian,350879,unset,EH12DA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.94804804,-3.205085777
281611,,Slight,1,2,30/04/2011,Saturday,30,April,11,14,25,230,A,1,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,Pedestrian in carriagway - not injured,No overtaking,328140,674170,2106118,Segment,Bus,350880,unset,EH87AG,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.95521505,-3.151006708
281911,,Slight,2,2,30/04/2011,Saturday,30,April,11,13,5,230,A,8,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,319420,672950,550737,Segment,T.V.N.P.,350881,unset,EH127XF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.94287184,-3.290275741
